Movie ID,Title,Year,Rated,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metacritic Rating,IMDb Rating,IMDb Votes,IMDb ID
The Hills Have Eyes-1977,The Hills Have Eyes,1977,R,90 min,"Horror, Thriller",Wes Craven,Wes Craven,"Suze Lanier-Bramlett, Robert Houston, Martin Speer, Dee Wallace","On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.",English,USA,1 win & 1 nomination.,64,6.3,"27,691",tt0077681
The Hitcher-1986,The Hitcher,1986,R,97 min,"Action, Thriller",Robert Harmon,Eric Red,"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn",A young man who escapes the clutches of a murderous hitch-hiker is subsequently stalked by the hitcher and framed for his crimes.,"English, French",USA,3 wins.,32,7.3,"41,125",tt0091209
Holiday-1930,Holiday,1930,N/A,91 min,"Comedy, Drama",Edward H. Griffith,"Philip Barry (play), Horace Jackson","Ann Harding, Mary Astor, Edward Everett Horton, Robert Ames",N/A,English,USA,Nominated for 2 Oscars. Another 1 win.,N/A,7.0,160,tt0020985
The Incredible Journey-1963,The Incredible Journey,1963,G,80 min,"Adventure, Drama, Family",Fletcher Markle,"James Algar (screenplay), Sheila Burnford (book)","Émile Genest, John Drainie, Tommy Tweed, Sandra Scott","The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",English,"Canada, USA",N/A,87,7.1,"3,566",tt0057180
The Horn Blows at Midnight-1945,The Horn Blows at Midnight,1945,Approved,78 min,"Comedy, Fantasy, Music",Raoul Walsh,"Sam Hellman (screen play), James V. Kern (screen play), Aubrey Wisberg (based on an idea by)","Jack Benny, Alexis Smith, Dolores Moran, Allyn Joslyn","Falling asleep during the Paradise Coffee (""The Coffee that Makes You Sleep"") Program, the band's third trumpeter dreams he's Athanael, an angel deputized to blow the Last Trumpet at ...",English,USA,1 nomination.,N/A,6.8,"1,118",tt0037790
The Hound of the Baskervilles-1937,The Hound of the Baskervilles,1937,N/A,82 min,"Crime, Drama, Horror",Karel Lamac,"Arthur Conan Doyle (novel), Carla von Stackelberg (screenplay)","Peter Voß, Friedrich Kayßler, Alice Brandt, Bruno Güttner","Sherlock Holmes and Dr. Watson look into reports that a huge, vicious hound has killed Lord Charles Baskerville and that Lord Henry Baskerville is the next to be killed.",German,Germany,N/A,N/A,5.7,79,tt0027770
Mystery of the Wax Museum-1933,Mystery of the Wax Museum,1933,Passed,77 min,"Horror, Mystery, Thriller",Michael Curtiz,"Don Mullaly (screen play), Carl Erickson (screen play), Charles Belden (from the story by)","Lionel Atwill, Fay Wray, Glenda Farrell, Frank McHugh",The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,English,USA,N/A,N/A,6.9,"4,110",tt0024368
House on Haunted Hill-1959,House on Haunted Hill,1959,Not Rated,75 min,"Horror, Mystery",William Castle,Robb White,"Vincent Price, Carol Ohmart, Richard Long, Alan Marshal","A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.",English,USA,N/A,N/A,6.9,"21,105",tt0051744
How to Make a Monster-1958,How to Make a Monster,1958,Unrated,73 min,"Horror, Sci-Fi",Herbert L. Strock,"Aben Kandel (original story), Herman Cohen (original story), Aben Kandel (screenplay), Herman Cohen (screenplay)","Robert H. Harris, Paul Brinegar, Gary Conway, Gary Clarke","When a master monster make-up artist is sacked by the new bosses of American International studios, he uses his creations to exact revenge.",English,USA,N/A,N/A,5.4,705,tt0051746
Huckleberry Finn-1920,Huckleberry Finn,1920,N/A,70 min,"Comedy, Drama",William Desmond Taylor,"Julia Crawford Ivers, Mark Twain (novel)","Lewis Sargent, Katherine Griffith, Martha Mattox, Frank Lanning","Huckleberry Finn, a rambuctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi ...",English,USA,N/A,N/A,6.4,56,tt0011313
The Hunchback of Notre Dame-1923,The Hunchback of Notre Dame,1923,Passed,133 min,"Drama, Horror, Romance",Wallace Worsley,"Victor Hugo (novel), Perley Poore Sheehan (adaptation), Edward T. Lowe Jr. (scenario)","Lon Chaney, Patsy Ruth Miller, Norman Kerry, Kate Lester","In fifteenth century Paris, the brother of the archdeacon plots with the gypsy king to foment a peasant revolt. Meanwhile, a freakish hunchback falls in love with the gypsy queen.",N/A,USA,1 win.,N/A,7.3,"4,218",tt0014142
The Hurricane-1937,The Hurricane,1937,Approved,110 min,"Action, Drama, Romance",John Ford,"Dudley Nichols (screen play), Oliver H.P. Garrett (adaptation), Charles Nordhoff (from the novel by), James Norman Hall (from the novel by)","Dorothy Lamour, Jon Hall, Mary Astor, C. Aubrey Smith",A Polynesian sailor -- unjustly imprisoned after defending himself against a colonial bully -- is relentlessly persecuted by his island's martinet French governor.,English,USA,Won 1 Oscar. Another 2 nominations.,N/A,7.2,"2,160",tt0029030
The Last Man on Earth-1964,The Last Man on Earth,1964,Not Rated,86 min,"Drama, Horror, Sci-Fi","Ubaldo Ragona, Sidney Salkow","Richard Matheson (screenplay), William F. Leicester (screenplay), Richard Matheson (novel), Furio M. Monetti (screenplay), Ubaldo Ragona (screenplay)","Vincent Price, Franca Bettoia, Emma Danieli, Giacomo Rossi Stuart","When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.","Italian, English","Italy, USA",1 nomination.,N/A,6.9,"16,093",tt0058700
High Sierra-1941,High Sierra,1941,Passed,100 min,"Action, Adventure, Crime, Drama, Film-Noir, Thriller",Raoul Walsh,"John Huston (screen play), W.R. Burnett (screen play), W.R. Burnett (from a novel by)","Ida Lupino, Humphrey Bogart, Alan Curtis, Arthur Kennedy","After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",English,USA,3 wins.,N/A,7.6,"13,647",tt0033717
I Married a Monster from Outer Space-1958,I Married a Monster from Outer Space,1958,Not Rated,78 min,"Horror, Sci-Fi",Gene Fowler Jr.,Louis Vittes,"Tom Tryon, Gloria Talbott, Peter Baldwin, Robert Ivers","Aliens arrive on Earth to possess the bodies of humans. One of their first victims is a young man, whose new wife soon realizes something is wrong with him.",English,USA,N/A,N/A,6.3,"2,240",tt0051756
The Informer-1929,The Informer,1929,N/A,83 min,Drama,Arthur Robison,"Benn W. Levy (dialogue), Liam O'Flaherty (novel)","Lya De Putti, Lars Hanson, Warwick Ward, Carl Harbord","In Ireland, an IRA man betrays a killer to the police, thinking he is his mistress's lover.",English,UK,N/A,N/A,7.1,148,tt0020025
Inherit the Wind-1960,Inherit the Wind,1960,Passed,128 min,"Biography, Drama, History",Stanley Kramer,"Nedrick Young (screenplay), Harold Jacob Smith (screenplay), Jerome Lawrence (play), Robert E. Lee (play)","Spencer Tracy, Fredric March, Gene Kelly, Dick York","Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",English,USA,Nominated for 4 Oscars. Another 3 wins & 7 nominations.,75,8.1,"25,298",tt0053946
I Saw What You Did-1965,I Saw What You Did,1965,Approved,82 min,"Comedy, Horror, Thriller",William Castle,"William P. McGivern (screenplay), Ursula Curtiss (novel)","Joan Crawford, John Ireland, Leif Erickson, Sara Lane",Teenagers Libby and Kit innocently spend an evening making random prank calls. These calls lead to murderous consequences.,English,USA,N/A,N/A,6.3,"2,425",tt0059297
I Spit on Your Grave-1978,I Spit on Your Grave,1978,R,101 min,"Horror, Thriller",Meir Zarchi,Meir Zarchi,"Camille Keaton, Eron Tabor, Richard Pace, Anthony Nichols","An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.",English,USA,2 wins.,19,5.7,"24,496",tt0077713
I Want to Live!-1958,I Want to Live!,1958,Approved,120 min,"Biography, Crime, Drama, Film-Noir",Robert Wise,"Nelson Gidding (screenplay), Don Mankiewicz (screenplay), Ed Montgomery (newspaper articles), Barbara Graham (letters)","Susan Hayward, Simon Oakland, Virginia Vincent, Theodore Bikel","A prostitute, sentenced to death for murder, pleads her innocence.",English,USA,Won 1 Oscar. Another 5 wins & 16 nominations.,N/A,7.5,"5,243",tt0051758
Ice Castles-1978,Ice Castles,1978,PG,108 min,"Drama, Romance, Sport",Donald Wrye,"Donald Wrye (screenplay by), Gary L. Baim (screenplay by), Gary L. Baim (story by)","Robby Benson, Lynn-Holly Johnson, Colleen Dewhurst, Tom Skerritt",A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to ...,English,USA,Nominated for 1 Oscar. Another 1 win & 4 nominations.,51,6.6,"2,943",tt0077716
Imitation of Life-1934,Imitation of Life,1934,Approved,111 min,"Drama, Romance",John M. Stahl,"Fannie Hurst (novel), William Hurlbut (screenplay)","Claudette Colbert, Warren William, Rochelle Hudson, Ned Sparks","A struggling widow and her daughter take in a black housekeeper and her fair-skinned daughter; the two women start a successful business, but face familial, identity, and racial issues along the way.",English,USA,Nominated for 3 Oscars. Another 1 win.,N/A,7.5,"3,700",tt0025301
Indiscretion of an American Wife-1953,Indiscretion of an American Wife,1953,Not Rated,63 min,"Drama, Romance",Vittorio De Sica,"Cesare Zavattini (from the story ""Terminal Station""), Cesare Zavattini (screen play), Luigi Chiarini (screen play), Giorgio Prosperi (screen play), Truman Capote (dialogue)","Jennifer Jones, Montgomery Clift, Gino Cervi, Richard Beymer","Prior to leaving by train for Paris, a married American woman tries to break off her affair with a young Italian in Rome's Stazione Termini.",Italian,"Italy, USA",Nominated for 1 Oscar. Another 1 nomination.,N/A,6.3,"2,187",tt0046366
